	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-Clustering_97	9-TaxaFilter_97	10-MultipletonsFilter_97	11-Subsampling_97	12-Lulu_97
73_AM21	90323	78919	78919	78919 (24976 uniques)	76172 (843 uniques)	72135 (687 uniques)	71890 (666 uniques)	69726 (612 uniques)	69726 (612 uniques)	69726 (559 uniques)	68815 (533 uniques)	68807 (529 uniques)	4999 (315 uniques)	4999 (315 uniques)
73_T	23297	17291	17291	17291 (3620 uniques)	17028 (83 uniques)	16769 (67 uniques)	16769 (67 uniques)	16769 (67 uniques)	16769 (67 uniques)	16769 (65 uniques)	1104 (58 uniques)	1104 (58 uniques)	/	/
73c	46598	40485	40485	40485 (16567 uniques)	39208 (345 uniques)	37180 (374 uniques)	37171 (318 uniques)	36196 (294 uniques)	36196 (294 uniques)	36196 (205 uniques)	35744 (183 uniques)	35736 (179 uniques)	4999 (148 uniques)	4999 (148 uniques)
73c_repeat	143843	126611	126611	126611 (44682 uniques)	123435 (759 uniques)	117415 (923 uniques)	117351 (743 uniques)	113565 (640 uniques)	113565 (640 uniques)	113565 (378 uniques)	111542 (315 uniques)	111531 (309 uniques)	4999 (205 uniques)	4999 (204 uniques)
73c_repeat_1_10_dilution	47	/	/	/	/	/	/	/	/	/	/	/	/	/
74_AM21	76544	67238	67238	67238 (26413 uniques)	64375 (945 uniques)	59707 (743 uniques)	59417 (726 uniques)	58073 (677 uniques)	58073 (677 uniques)	58073 (591 uniques)	55854 (569 uniques)	55844 (564 uniques)	4999 (393 uniques)	4999 (392 uniques)
74_T	10574	9249	9249	9249 (1632 uniques)	9092 (11 uniques)	8999 (5 uniques)	8999 (5 uniques)	8999 (5 uniques)	8999 (5 uniques)	8999 (5 uniques)	30 (3 uniques)	30 (3 uniques)	/	/
74c	29422	25439	25439	25439 (7642 uniques)	25017 (121 uniques)	24180 (116 uniques)	24164 (110 uniques)	23748 (91 uniques)	23748 (91 uniques)	23748 (78 uniques)	23748 (78 uniques)	23746 (77 uniques)	4999 (70 uniques)	4999 (70 uniques)
75_AM21	90975	80207	80207	80207 (29695 uniques)	77484 (880 uniques)	72486 (755 uniques)	72308 (733 uniques)	70277 (665 uniques)	70277 (665 uniques)	70277 (552 uniques)	69171 (528 uniques)	69163 (524 uniques)	4999 (349 uniques)	4999 (349 uniques)
75_T	6941	6151	6151	6151 (1395 uniques)	5966 (26 uniques)	5921 (22 uniques)	5921 (22 uniques)	5919 (21 uniques)	5919 (21 uniques)	5919 (21 uniques)	290 (20 uniques)	290 (20 uniques)	/	/
75c	29996	24871	24871	24871 (12211 uniques)	23771 (220 uniques)	21392 (199 uniques)	21392 (184 uniques)	20482 (163 uniques)	20482 (163 uniques)	20482 (121 uniques)	20450 (117 uniques)	20448 (116 uniques)	4999 (108 uniques)	4999 (108 uniques)
76_AM21	83560	74025	74025	74025 (27164 uniques)	71152 (944 uniques)	65402 (777 uniques)	65257 (757 uniques)	63800 (699 uniques)	63800 (699 uniques)	63800 (600 uniques)	63345 (577 uniques)	63335 (572 uniques)	4999 (364 uniques)	4999 (364 uniques)
76_T	19054	9949	9949	9949 (2634 uniques)	9565 (82 uniques)	9260 (65 uniques)	9260 (65 uniques)	9199 (62 uniques)	9199 (62 uniques)	9199 (56 uniques)	1215 (50 uniques)	1215 (50 uniques)	/	/
76c	25676	22736	22736	22736 (9902 uniques)	21884 (273 uniques)	20594 (252 uniques)	20566 (218 uniques)	20498 (215 uniques)	20498 (215 uniques)	20498 (163 uniques)	20208 (147 uniques)	20206 (146 uniques)	4999 (140 uniques)	4999 (140 uniques)
77_AM21	87123	74970	74970	74970 (31209 uniques)	73595 (514 uniques)	70079 (480 uniques)	69440 (467 uniques)	64834 (350 uniques)	64834 (350 uniques)	64834 (300 uniques)	63931 (286 uniques)	63929 (285 uniques)	4999 (224 uniques)	4999 (224 uniques)
77_T	11415	9855	9855	9855 (1940 uniques)	9673 (39 uniques)	9557 (30 uniques)	9557 (30 uniques)	9557 (30 uniques)	9557 (30 uniques)	9557 (27 uniques)	406 (25 uniques)	406 (25 uniques)	/	/
77c	27171	23807	23807	23807 (7946 uniques)	23356 (158 uniques)	22280 (147 uniques)	22208 (133 uniques)	21868 (120 uniques)	21868 (120 uniques)	21868 (88 uniques)	21851 (86 uniques)	21851 (86 uniques)	4999 (81 uniques)	4999 (81 uniques)
78_AM21	91809	82002	82002	82002 (23279 uniques)	79445 (702 uniques)	75805 (564 uniques)	75639 (534 uniques)	73098 (481 uniques)	73098 (481 uniques)	73098 (431 uniques)	70874 (406 uniques)	70862 (400 uniques)	4999 (234 uniques)	4999 (233 uniques)
78_T	15885	14053	14053	14053 (4429 uniques)	13558 (148 uniques)	12785 (113 uniques)	12752 (111 uniques)	12707 (108 uniques)	12707 (108 uniques)	12707 (100 uniques)	2743 (93 uniques)	2743 (93 uniques)	/	/
78c	22878	20284	20284	20284 (9074 uniques)	19715 (209 uniques)	18436 (210 uniques)	18413 (192 uniques)	18294 (186 uniques)	18294 (186 uniques)	18294 (124 uniques)	18231 (119 uniques)	18231 (119 uniques)	4999 (112 uniques)	4999 (112 uniques)
79_AM21	60714	53851	53851	53851 (22926 uniques)	51274 (886 uniques)	47376 (702 uniques)	47141 (686 uniques)	46388 (660 uniques)	46388 (660 uniques)	46388 (586 uniques)	44858 (563 uniques)	44850 (559 uniques)	4999 (433 uniques)	4999 (432 uniques)
79_T	11709	10434	10434	10434 (2710 uniques)	10076 (105 uniques)	9651 (77 uniques)	9651 (76 uniques)	9639 (75 uniques)	9639 (75 uniques)	9639 (71 uniques)	1069 (65 uniques)	1065 (63 uniques)	/	/
79c	20135	17242	17242	17242 (7089 uniques)	16841 (140 uniques)	16028 (142 uniques)	15963 (127 uniques)	15782 (122 uniques)	15782 (122 uniques)	15782 (90 uniques)	15777 (89 uniques)	15775 (88 uniques)	4999 (81 uniques)	4999 (81 uniques)
7_AM21	68194	62533	62533	62533 (21305 uniques)	60016 (871 uniques)	56752 (708 uniques)	56628 (693 uniques)	55172 (654 uniques)	55172 (654 uniques)	55172 (592 uniques)	53479 (566 uniques)	53473 (563 uniques)	4999 (379 uniques)	4999 (378 uniques)
7_MSCAII	28797	25202	25202	25202 (11138 uniques)	24282 (296 uniques)	23044 (293 uniques)	23033 (259 uniques)	23021 (258 uniques)	23021 (258 uniques)	23021 (194 uniques)	22031 (162 uniques)	22029 (161 uniques)	4999 (151 uniques)	4999 (151 uniques)
7c	81921	71418	71418	71418 (29410 uniques)	69124 (592 uniques)	65001 (585 uniques)	64994 (522 uniques)	63927 (493 uniques)	63927 (493 uniques)	63927 (347 uniques)	63724 (334 uniques)	63714 (329 uniques)	4999 (258 uniques)	4999 (258 uniques)
7s	13837	12229	12229	12229 (9900 uniques)	9921 (288 uniques)	6145 (182 uniques)	6132 (178 uniques)	6132 (178 uniques)	6132 (178 uniques)	6132 (160 uniques)	6117 (158 uniques)	6111 (155 uniques)	4999 (155 uniques)	4999 (155 uniques)
80_AM21	62431	55793	55793	55793 (20031 uniques)	53412 (704 uniques)	50113 (586 uniques)	49982 (567 uniques)	48711 (526 uniques)	48711 (526 uniques)	48711 (470 uniques)	47607 (446 uniques)	47597 (441 uniques)	4999 (314 uniques)	4999 (314 uniques)
80_T	10091	8890	8890	8890 (2882 uniques)	8440 (111 uniques)	7961 (92 uniques)	7945 (89 uniques)	7798 (86 uniques)	7798 (86 uniques)	7798 (72 uniques)	1543 (69 uniques)	1541 (68 uniques)	/	/
80c	23227	19961	19961	19961 (8131 uniques)	19481 (143 uniques)	18465 (154 uniques)	18465 (138 uniques)	17756 (112 uniques)	17756 (112 uniques)	17756 (76 uniques)	17735 (74 uniques)	17735 (74 uniques)	4999 (74 uniques)	4999 (74 uniques)
81_AM21	79159	68231	68231	68231 (25333 uniques)	66113 (608 uniques)	61760 (548 uniques)	61696 (512 uniques)	58535 (430 uniques)	58535 (430 uniques)	58535 (358 uniques)	58054 (342 uniques)	58052 (341 uniques)	4999 (214 uniques)	4999 (211 uniques)
81_T	9241	8264	8264	8264 (1938 uniques)	8012 (61 uniques)	7806 (47 uniques)	7806 (47 uniques)	7792 (46 uniques)	7792 (46 uniques)	7792 (44 uniques)	453 (37 uniques)	449 (35 uniques)	/	/
81c	37894	33047	33047	33047 (11846 uniques)	32476 (212 uniques)	30937 (228 uniques)	30917 (201 uniques)	30115 (173 uniques)	30115 (173 uniques)	30115 (115 uniques)	30115 (115 uniques)	30113 (114 uniques)	4999 (104 uniques)	4999 (104 uniques)
82_AM21	82210	73386	73386	73386 (25056 uniques)	70557 (874 uniques)	66414 (666 uniques)	66256 (650 uniques)	64631 (609 uniques)	64631 (609 uniques)	64631 (548 uniques)	61549 (526 uniques)	61537 (520 uniques)	4999 (331 uniques)	4999 (331 uniques)
82_T	8113	7306	7306	7306 (1605 uniques)	7111 (45 uniques)	6982 (35 uniques)	6982 (35 uniques)	6956 (33 uniques)	6956 (33 uniques)	6956 (30 uniques)	468 (27 uniques)	468 (27 uniques)	/	/
82c	32744	28328	28328	28328 (12949 uniques)	26985 (318 uniques)	25205 (324 uniques)	25188 (275 uniques)	24965 (270 uniques)	24965 (270 uniques)	24965 (199 uniques)	24436 (171 uniques)	24434 (170 uniques)	4999 (153 uniques)	4999 (153 uniques)
83_AM21	66713	59427	59427	59427 (17288 uniques)	59052 (550 uniques)	58216 (528 uniques)	58089 (511 uniques)	58016 (505 uniques)	58016 (505 uniques)	58016 (451 uniques)	53863 (423 uniques)	53861 (422 uniques)	4999 (333 uniques)	4999 (332 uniques)
83_T	10304	9283	9283	9283 (2217 uniques)	9081 (65 uniques)	8848 (50 uniques)	8848 (50 uniques)	8839 (49 uniques)	8839 (49 uniques)	8839 (48 uniques)	877 (46 uniques)	877 (46 uniques)	/	/
83c	31889	27903	27903	27903 (9057 uniques)	27458 (147 uniques)	26390 (154 uniques)	26390 (140 uniques)	25935 (124 uniques)	25935 (124 uniques)	25935 (91 uniques)	25935 (91 uniques)	25935 (91 uniques)	4999 (77 uniques)	4999 (77 uniques)
84_AM21	89689	79636	79636	79636 (31583 uniques)	76700 (977 uniques)	70817 (838 uniques)	70663 (799 uniques)	68633 (730 uniques)	68633 (730 uniques)	68633 (620 uniques)	65852 (592 uniques)	65846 (589 uniques)	4999 (379 uniques)	4999 (378 uniques)
84_T	10114	8781	8781	8781 (1965 uniques)	8563 (71 uniques)	8449 (56 uniques)	8449 (56 uniques)	8387 (54 uniques)	8387 (54 uniques)	8387 (53 uniques)	488 (44 uniques)	488 (44 uniques)	/	/
84c	32492	28401	28401	28401 (9244 uniques)	27864 (169 uniques)	26808 (155 uniques)	26806 (148 uniques)	26081 (128 uniques)	26081 (128 uniques)	26081 (101 uniques)	26081 (101 uniques)	26079 (100 uniques)	4999 (93 uniques)	4999 (93 uniques)
85_AM21	65404	58400	58400	58400 (26002 uniques)	55590 (1118 uniques)	51199 (907 uniques)	50984 (885 uniques)	50273 (860 uniques)	50273 (860 uniques)	50273 (761 uniques)	48850 (728 uniques)	48840 (723 uniques)	4999 (531 uniques)	4999 (530 uniques)
85_T	18075	15945	15945	15945 (4415 uniques)	15340 (173 uniques)	14570 (108 uniques)	14554 (107 uniques)	14539 (105 uniques)	14539 (105 uniques)	14539 (91 uniques)	2234 (83 uniques)	2234 (83 uniques)	/	/
85c	25105	21239	21239	21239 (8437 uniques)	20637 (177 uniques)	19341 (163 uniques)	19332 (150 uniques)	18253 (127 uniques)	18253 (127 uniques)	18253 (90 uniques)	18253 (90 uniques)	18253 (90 uniques)	4999 (84 uniques)	4999 (84 uniques)
86_AM21	63993	57638	57638	57638 (26261 uniques)	54885 (909 uniques)	50316 (767 uniques)	50202 (748 uniques)	49449 (717 uniques)	49449 (717 uniques)	49449 (601 uniques)	46498 (577 uniques)	46490 (573 uniques)	4999 (426 uniques)	4999 (424 uniques)
86_T	12266	10663	10663	10663 (2703 uniques)	10245 (89 uniques)	9955 (75 uniques)	9955 (74 uniques)	9725 (68 uniques)	9725 (68 uniques)	9725 (62 uniques)	860 (54 uniques)	858 (53 uniques)	/	/
86c	34851	30235	30235	30235 (12470 uniques)	29261 (285 uniques)	27776 (309 uniques)	27774 (263 uniques)	27486 (253 uniques)	27486 (253 uniques)	27486 (173 uniques)	27154 (152 uniques)	27152 (151 uniques)	4999 (136 uniques)	4999 (136 uniques)
87_AM21	55869	49914	49914	49914 (18360 uniques)	47541 (730 uniques)	44498 (596 uniques)	44289 (588 uniques)	43426 (553 uniques)	43426 (553 uniques)	43426 (491 uniques)	42992 (472 uniques)	42988 (470 uniques)	4999 (357 uniques)	4999 (357 uniques)
87_T	5757	5054	5054	5054 (1067 uniques)	4946 (14 uniques)	4908 (9 uniques)	4908 (9 uniques)	4908 (9 uniques)	4908 (9 uniques)	4908 (9 uniques)	99 (8 uniques)	97 (7 uniques)	/	/
87c	28797	25284	25284	25284 (9156 uniques)	24729 (194 uniques)	23521 (199 uniques)	23521 (184 uniques)	22864 (153 uniques)	22864 (153 uniques)	22864 (106 uniques)	22864 (106 uniques)	22864 (106 uniques)	4999 (100 uniques)	4999 (99 uniques)
88_AM21	76589	67937	67937	67937 (24822 uniques)	65330 (876 uniques)	61387 (755 uniques)	61259 (732 uniques)	60056 (686 uniques)	60056 (686 uniques)	60056 (587 uniques)	59281 (561 uniques)	59273 (557 uniques)	4999 (368 uniques)	4999 (367 uniques)
88_T	14168	11244	11244	11244 (3453 uniques)	10892 (97 uniques)	10544 (79 uniques)	10544 (77 uniques)	10469 (70 uniques)	10469 (70 uniques)	10469 (56 uniques)	3922 (54 uniques)	3922 (54 uniques)	/	/
88c	28380	24288	24288	24288 (11488 uniques)	23475 (278 uniques)	21997 (270 uniques)	21997 (240 uniques)	21741 (232 uniques)	21741 (232 uniques)	21741 (174 uniques)	21532 (158 uniques)	21522 (153 uniques)	4999 (150 uniques)	4999 (150 uniques)
89_AM21	80385	69707	69707	69707 (32243 uniques)	66464 (1150 uniques)	60769 (934 uniques)	60404 (911 uniques)	59275 (871 uniques)	59275 (871 uniques)	59275 (753 uniques)	58273 (731 uniques)	58263 (726 uniques)	4999 (517 uniques)	4999 (516 uniques)
89_T	21504	18541	18541	18541 (2968 uniques)	18304 (28 uniques)	18201 (22 uniques)	18201 (22 uniques)	18201 (22 uniques)	18201 (22 uniques)	18201 (22 uniques)	204 (15 uniques)	204 (15 uniques)	/	/
89c	62524	54818	54818	54818 (19368 uniques)	53883 (299 uniques)	51344 (370 uniques)	51328 (330 uniques)	47986 (260 uniques)	47986 (260 uniques)	47986 (142 uniques)	47968 (138 uniques)	47964 (136 uniques)	4999 (118 uniques)	4999 (117 uniques)
8_AM21	98964	88042	88042	88042 (34355 uniques)	84468 (990 uniques)	78567 (860 uniques)	78346 (831 uniques)	75848 (765 uniques)	75848 (765 uniques)	75848 (647 uniques)	74736 (621 uniques)	74730 (618 uniques)	4999 (391 uniques)	4999 (390 uniques)
8_MSCAII	39891	35388	35388	35388 (14706 uniques)	34460 (329 uniques)	32778 (341 uniques)	32754 (292 uniques)	32400 (284 uniques)	32400 (284 uniques)	32400 (195 uniques)	31604 (167 uniques)	31602 (166 uniques)	4999 (145 uniques)	4999 (145 uniques)
8c	60022	50800	50800	50800 (20829 uniques)	50243 (416 uniques)	48535 (413 uniques)	48535 (388 uniques)	48273 (377 uniques)	48273 (377 uniques)	48273 (288 uniques)	47710 (271 uniques)	47708 (270 uniques)	4999 (215 uniques)	4999 (215 uniques)
8s	18396	16016	16016	16016 (12557 uniques)	13515 (389 uniques)	8698 (259 uniques)	8698 (250 uniques)	8695 (249 uniques)	8695 (249 uniques)	8695 (217 uniques)	8684 (215 uniques)	8682 (214 uniques)	4999 (214 uniques)	4999 (214 uniques)
90_AM21	98807	78877	78877	78877 (18485 uniques)	76401 (735 uniques)	74034 (585 uniques)	74007 (568 uniques)	72254 (520 uniques)	72254 (520 uniques)	72254 (486 uniques)	72088 (473 uniques)	72070 (464 uniques)	4999 (271 uniques)	4999 (271 uniques)
90_T	9146	7294	7294	7294 (1191 uniques)	7202 (14 uniques)	7171 (10 uniques)	7171 (10 uniques)	7171 (10 uniques)	7171 (10 uniques)	7171 (10 uniques)	113 (9 uniques)	113 (9 uniques)	/	/
90c	38691	33339	33339	33339 (12890 uniques)	32356 (245 uniques)	30859 (264 uniques)	30852 (234 uniques)	29542 (199 uniques)	29542 (199 uniques)	29542 (136 uniques)	29449 (128 uniques)	29447 (126 uniques)	4999 (114 uniques)	4999 (114 uniques)
91_AM21	90180	79889	79889	79889 (31511 uniques)	78379 (524 uniques)	74834 (470 uniques)	73877 (460 uniques)	69861 (359 uniques)	69861 (359 uniques)	69861 (309 uniques)	68852 (295 uniques)	68849 (293 uniques)	4999 (229 uniques)	4999 (229 uniques)
91_T	13832	11944	11944	11944 (2324 uniques)	11737 (55 uniques)	11577 (43 uniques)	11577 (43 uniques)	11577 (43 uniques)	11577 (43 uniques)	11577 (43 uniques)	721 (42 uniques)	721 (42 uniques)	/	/
91c	38188	33201	33201	33201 (13143 uniques)	32574 (209 uniques)	30790 (215 uniques)	30773 (189 uniques)	29983 (159 uniques)	29983 (159 uniques)	29983 (106 uniques)	29944 (102 uniques)	29940 (100 uniques)	4999 (93 uniques)	4999 (93 uniques)
92_AM21	89031	76514	76514	76514 (28023 uniques)	73633 (986 uniques)	69031 (798 uniques)	68836 (779 uniques)	67146 (732 uniques)	67146 (732 uniques)	67146 (655 uniques)	64778 (618 uniques)	64774 (616 uniques)	4999 (386 uniques)	4999 (385 uniques)
92_T	11729	10042	10042	10042 (2947 uniques)	9621 (91 uniques)	9196 (70 uniques)	9196 (67 uniques)	9085 (64 uniques)	9085 (64 uniques)	9085 (59 uniques)	934 (51 uniques)	934 (51 uniques)	/	/
92c	40036	35031	35031	35031 (12731 uniques)	34331 (219 uniques)	32636 (238 uniques)	32636 (220 uniques)	31194 (163 uniques)	31194 (163 uniques)	31194 (117 uniques)	31194 (117 uniques)	31193 (116 uniques)	4999 (102 uniques)	4999 (102 uniques)
93_AM21	62428	55317	55317	55317 (23011 uniques)	54182 (435 uniques)	51624 (395 uniques)	51056 (388 uniques)	48072 (310 uniques)	48072 (310 uniques)	48072 (275 uniques)	47506 (265 uniques)	47504 (264 uniques)	4999 (221 uniques)	4999 (221 uniques)
93c	119010	105591	105591	105591 (40092 uniques)	102689 (673 uniques)	97028 (769 uniques)	96902 (633 uniques)	93342 (545 uniques)	93342 (545 uniques)	93342 (338 uniques)	92098 (289 uniques)	92084 (282 uniques)	4999 (202 uniques)	4999 (201 uniques)
94_AM21	69493	60978	60978	60978 (19503 uniques)	58471 (662 uniques)	55459 (527 uniques)	55075 (509 uniques)	53294 (471 uniques)	53294 (471 uniques)	53294 (443 uniques)	52516 (424 uniques)	52508 (420 uniques)	4999 (276 uniques)	4999 (276 uniques)
94c	129652	114207	114207	114207 (37199 uniques)	112581 (522 uniques)	106850 (633 uniques)	106832 (561 uniques)	101661 (384 uniques)	101661 (384 uniques)	101661 (214 uniques)	101655 (213 uniques)	101651 (211 uniques)	4999 (148 uniques)	4999 (146 uniques)
95_AM21	63232	56393	56393	56393 (19715 uniques)	54351 (496 uniques)	51202 (422 uniques)	51159 (411 uniques)	49344 (363 uniques)	49344 (363 uniques)	49344 (302 uniques)	48868 (289 uniques)	48866 (288 uniques)	4999 (208 uniques)	4999 (207 uniques)
95c	145286	118151	118151	118151 (35674 uniques)	116756 (375 uniques)	110900 (562 uniques)	110873 (459 uniques)	106772 (364 uniques)	106772 (364 uniques)	106772 (181 uniques)	106765 (179 uniques)	106763 (178 uniques)	4999 (107 uniques)	4999 (106 uniques)
96_AM21	76146	66392	66392	66392 (20178 uniques)	63774 (799 uniques)	60493 (624 uniques)	60471 (610 uniques)	59391 (578 uniques)	59391 (578 uniques)	59391 (536 uniques)	58293 (510 uniques)	58289 (508 uniques)	4999 (332 uniques)	4999 (331 uniques)
96c	45489	39485	39485	39485 (17881 uniques)	38228 (324 uniques)	36069 (356 uniques)	36030 (304 uniques)	35059 (283 uniques)	35059 (283 uniques)	35059 (193 uniques)	34911 (181 uniques)	34905 (178 uniques)	4999 (154 uniques)	4999 (154 uniques)
97_AM21	82328	72230	72230	72230 (25890 uniques)	69532 (955 uniques)	64628 (774 uniques)	64311 (745 uniques)	62662 (703 uniques)	62662 (703 uniques)	62662 (620 uniques)	61167 (596 uniques)	61159 (592 uniques)	4999 (389 uniques)	4999 (388 uniques)
97c	43593	36267	36267	36267 (12684 uniques)	35456 (231 uniques)	33698 (235 uniques)	33679 (217 uniques)	32803 (186 uniques)	32803 (186 uniques)	32803 (134 uniques)	32797 (132 uniques)	32797 (132 uniques)	4999 (112 uniques)	4999 (112 uniques)
98_AM21	92272	83164	83164	83164 (25748 uniques)	80332 (895 uniques)	76124 (755 uniques)	75995 (737 uniques)	73631 (668 uniques)	73631 (668 uniques)	73631 (580 uniques)	72772 (553 uniques)	72770 (552 uniques)	4999 (334 uniques)	4999 (333 uniques)
98c	42509	34311	34311	34311 (13822 uniques)	33666 (226 uniques)	32113 (238 uniques)	32103 (217 uniques)	31147 (184 uniques)	31147 (184 uniques)	31147 (130 uniques)	31057 (125 uniques)	31057 (125 uniques)	4999 (113 uniques)	4999 (113 uniques)
99_AM21	133087	114594	114594	114594 (48199 uniques)	110971 (1270 uniques)	102108 (1126 uniques)	101869 (1085 uniques)	98723 (986 uniques)	98723 (986 uniques)	98723 (790 uniques)	98332 (760 uniques)	98320 (754 uniques)	4999 (453 uniques)	4999 (452 uniques)
99c	51600	45111	45111	45111 (13366 uniques)	44519 (201 uniques)	42983 (242 uniques)	42983 (211 uniques)	41733 (175 uniques)	41733 (175 uniques)	41733 (115 uniques)	41728 (114 uniques)	41726 (113 uniques)	4999 (91 uniques)	4999 (90 uniques)
9_AM21	79817	70411	70411	70411 (24756 uniques)	67918 (650 uniques)	63458 (549 uniques)	63397 (528 uniques)	61241 (470 uniques)	61241 (470 uniques)	61241 (390 uniques)	60897 (377 uniques)	60895 (376 uniques)	4999 (260 uniques)	4999 (259 uniques)
9_MSCAII	30531	26952	26952	26952 (11731 uniques)	26269 (256 uniques)	25056 (264 uniques)	25021 (231 uniques)	24778 (227 uniques)	24778 (227 uniques)	24778 (170 uniques)	24599 (159 uniques)	24597 (158 uniques)	4999 (142 uniques)	4999 (142 uniques)
9c	79638	67165	67165	67165 (31881 uniques)	64634 (716 uniques)	59583 (638 uniques)	59533 (588 uniques)	58565 (549 uniques)	58565 (549 uniques)	58565 (411 uniques)	57662 (392 uniques)	57640 (381 uniques)	4999 (293 uniques)	4999 (293 uniques)
9s	14445	12302	12302	12302 (10059 uniques)	9874 (280 uniques)	5858 (174 uniques)	5858 (170 uniques)	5858 (170 uniques)	5858 (170 uniques)	5858 (150 uniques)	5853 (148 uniques)	5847 (145 uniques)	4999 (145 uniques)	4999 (145 uniques)
EB_buffer	563	413	413	413 (292 uniques)	303 (10 uniques)	273 (8 uniques)	273 (8 uniques)	273 (8 uniques)	273 (8 uniques)	273 (8 uniques)	261 (7 uniques)	261 (7 uniques)	/	/
Ext._contrl_A10	559	451	451	451 (319 uniques)	334 (16 uniques)	272 (10 uniques)	272 (10 uniques)	272 (10 uniques)	272 (10 uniques)	272 (10 uniques)	272 (10 uniques)	272 (10 uniques)	/	/
Ext._contrl_A12	584	235	235	235 (184 uniques)	133 (6 uniques)	101 (5 uniques)	101 (5 uniques)	101 (5 uniques)	101 (5 uniques)	101 (5 uniques)	101 (5 uniques)	101 (5 uniques)	/	/
Ext._contrl_A5	226	141	141	141 (129 uniques)	78 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	77 (3 uniques)	/	/
Ext._contrl_B4	781	151	151	151 (131 uniques)	53 (5 uniques)	40 (4 uniques)	40 (3 uniques)	40 (3 uniques)	40 (3 uniques)	40 (2 uniques)	40 (2 uniques)	40 (2 uniques)	/	/
Ext._contrl_B7	153	84	84	84 (65 uniques)	27 (3 uniques)	27 (3 uniques)	27 (3 uniques)	27 (3 uniques)	27 (3 uniques)	27 (3 uniques)	25 (2 uniques)	25 (2 uniques)	/	/
Ext._contrl_C1	337	236	236	236 (178 uniques)	179 (7 uniques)	172 (7 uniques)	172 (7 uniques)	172 (7 uniques)	172 (7 uniques)	172 (7 uniques)	146 (6 uniques)	146 (6 uniques)	/	/
Ext._contrl_C10	144	106	106	106 (92 uniques)	54 (3 uniques)	34 (2 uniques)	34 (2 uniques)	34 (2 uniques)	34 (2 uniques)	34 (2 uniques)	34 (2 uniques)	34 (2 uniques)	/	/
Ext._contrl_C12	75296	60341	60341	60341 (14171 uniques)	60021 (47 uniques)	59787 (74 uniques)	59787 (56 uniques)	59787 (56 uniques)	59787 (56 uniques)	59787 (27 uniques)	57983 (24 uniques)	57983 (24 uniques)	4999 (22 uniques)	4999 (22 uniques)
Ext._contrl_E10	43214	37365	37365	37365 (8839 uniques)	37173 (36 uniques)	36992 (43 uniques)	36992 (33 uniques)	36992 (33 uniques)	36992 (33 uniques)	36992 (18 uniques)	36990 (17 uniques)	36990 (17 uniques)	4999 (16 uniques)	4999 (16 uniques)
Ext._contrl_E12	76513	68110	68110	68110 (15133 uniques)	67899 (57 uniques)	67620 (92 uniques)	67620 (58 uniques)	67620 (58 uniques)	67620 (58 uniques)	67620 (26 uniques)	67620 (26 uniques)	67620 (26 uniques)	4999 (19 uniques)	4999 (19 uniques)
Ext._contrl_G10	32779	28597	28597	28597 (7062 uniques)	28406 (25 uniques)	28104 (35 uniques)	28104 (26 uniques)	28104 (26 uniques)	28104 (26 uniques)	28104 (14 uniques)	28104 (14 uniques)	28104 (14 uniques)	4999 (13 uniques)	4999 (13 uniques)
Ext._contrl_G12	134	51	51	/	/	/	/	/	/	/	/	/	/	/
MGAL_Extraction_neg_control_7_19_22	14551	12286	12286	12286 (2970 uniques)	12136 (77 uniques)	11898 (70 uniques)	11898 (68 uniques)	11898 (68 uniques)	11898 (68 uniques)	11898 (66 uniques)	1075 (56 uniques)	1075 (56 uniques)	/	/
MGAL_Extraction_neg_control_repeated_plate4_PCR2	574	81	81	81 (77 uniques)	32 (3 uniques)	11 (2 uniques)	11 (2 uniques)	11 (2 uniques)	11 (2 uniques)	11 (2 uniques)	11 (2 uniques)	11 (2 uniques)	/	/
NTC1_Plate1_PCR1	142	98	98	98 (90 uniques)	17 (3 uniques)	14 (2 uniques)	14 (2 uniques)	14 (2 uniques)	14 (2 uniques)	14 (2 uniques)	14 (2 uniques)	14 (2 uniques)	/	/
NTC1_Plate2_PCR1	2869	155	155	155 (128 uniques)	79 (5 uniques)	50 (4 uniques)	50 (3 uniques)	50 (3 uniques)	50 (3 uniques)	50 (2 uniques)	50 (2 uniques)	50 (2 uniques)	/	/
NTC1_Plate3_PCR1	128	97	97	97 (84 uniques)	52 (4 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	47 (3 uniques)	/	/
NTC1_Plate4_PCR1	1784	370	370	370 (210 uniques)	289 (5 uniques)	280 (4 uniques)	280 (4 uniques)	280 (4 uniques)	280 (4 uniques)	280 (4 uniques)	280 (4 uniques)	280 (4 uniques)	/	/
NTC1_Plate4_PCR2	392	293	293	293 (170 uniques)	219 (6 uniques)	219 (6 uniques)	219 (6 uniques)	219 (6 uniques)	219 (6 uniques)	219 (5 uniques)	219 (5 uniques)	219 (5 uniques)	/	/
